"genres";"plays";"danceability";"artist_plays_previous_month"
"Electronic,NewAge";20;0.177;1891
"HipHop,Pop";14;0.761;0
"Electronic,Pop";29;0.714;0
"ChildrensMusic";3;0.543;2
"RnbAndSoul";763;0.443;NA
"Pop";18;0.497;14
"Electronic";31;0.682;3531
"Alternative";2;0.407;13
"Dance,Pop";6;0.615;18
"SpokenWord";8;0.752;9661
"Alternative";471;0.707;197
"Jazz";270;0.514;603
"HipHop,Pop";143;0.71;302
"Vocal";2;0.2;95
"Alternative";106;0.427;127
"Rock";38;0.515;157
"Soundtrack";5;0.325;45
"Classical";40;0.511;468
"NewAge";4;0.201;1502
"Rock";2;0.331;NA
"Dance";9614;0.659;206706
"Folk";114;0.648;2129
"Inspirational";1;0.789;NA
"Rock";18;0.48;40
"Pop";3;0.245;2
"Comedy";5;0.627;0
"Alternative";9;0.622;22
"Electronic";106;0.527;NA
"Alternative";1647;0.363;NA
"Alternative";40;0.788;307
"NewAge";1;0.122;227110
"Rock";9;0.395;5
"NewAge";7;0.122;220250
"Folk,Rock";45;0.379;0
"Electronic";7;0.579;22
"Classical,World";230;0.41;0
"Pop";77;0.502;NA
"Pop";24;0.706;NA
"Alternative,Rock";1;0.501;5
"Alternative";5;0.66;NA
"Electronic";36;0.708;0
"Alternative";5;0.805;1
"Rock";8;0.261;27
"Country";64;0.373;2582
"Rock";1;0.601;20
"Dance";18;0.806;11
"Dance,Electronic";3;0.43;NA
"Alternative,Pop";29;0.385;201
"Electronic";1;0.189;5
"Pop,Rock";42;0.33;0
"Dance";18;0.566;28
"Alternative";23;0.518;NA
"Pop";2261;0.542;22589
"Pop";3466;0.425;5982
"Electronic";7;0.161;8
"Alternative,Rock";9;0.387;NA
"Pop,Rock";38;0.314;68
"AudioBooks,SpokenWord";68;0.667;7212
"Folk";6;0.518;163
"Alternative,Electronic";22;0.383;143
"HipHop";317;0.892;3483
"AudioBooks,SpokenWord";82;0.62;6867
"Dance,Electronic";1;0.453;NA
"Electronic";3;0.676;107
"Electronic";1057;0.654;1131
"Pop";448;0.574;1951
"Pop";765;0.561;470
"Alternative";16;0.744;18
"HipHop";66947;0.398;581424
"Rock";3;0.485;NA
"Folk";56;0.372;NA
"ChildrensMusic";1;0.726;1
"Alternative,Inspirational";3;0.57;5
"Pop";5;0.607;1
"Rock";1;0.512;1
"Alternative,Rock";63;0.709;0
"Rock";38;0.551;32
"Rock";30;0.537;868
"Pop";1;0.516;13
"Inspirational";14;0.442;0
"Alternative";455;0.278;1316
"Alternative";29;0.67;10
"Alternative,Pop";1;0.489;0
"Dance";5;0.702;117
"Electronic,Pop";12;0.726;NA
"Pop";193;0.597;NA
"Electronic";123289;0.597;383532
"Holiday";10;0.374;0
"Comedy,Pop";598;0.613;0
"HipHop";36;0.671;NA
"Rock";11;0.472;51
"Country";609;0.509;7976
"Folk";26;0.526;NA
"Pop";264;0.662;NA
"Dance";110;0.707;794
"Electronic";1;0.481;27
"HipHop";1;0.748;6
"Folk";2;0.39;36
"Electronic,Pop";40;0.56;100
"Alternative";18;0.562;6
"HipHop";172;0.763;350
"Alternative";2849;0.491;1308
"Electronic,Pop";3;0.516;44
"Rock";16;0.455;NA
"RnbAndSoul";2;0.803;NA
"Rock";147;0.565;16
"Dance,Electronic";1;0.772;1
"HipHop";1;0.796;0
"HipHop";1;0.73;40
"HipHop";11;0.754;0
"Classical";4;0.308;182
"Rock";2;0.404;10
"HipHop,RnbAndSoul";11;0.666;NA
"Alternative,Folk";4;0.374;2045
"Alternative,Folk";6;0.629;22
"Reggae";1;0.732;2
"Classical,Folk";1;0.806;12
"Alternative,Rock";3;0.404;148
"Electronic";155;0.604;0
"HipHop";4548;0.666;87862
"Folk";53;0.552;NA
"Reggae";10;0.92;NA
"Rock,World";7;0.614;2
"Alternative,Rock";1;0.595;3
"Pop";1;0.518;7
"Electronic";1;0.865;3
"Alternative";11;0.373;22
"Alternative,Rock";53;0.283;121
"AudioBooks,SpokenWord";10;0.625;6957
"Classical";1;0.29;NA
"Electronic";125;0.614;161
"HipHop";5;0.463;21
"Inspirational";82;0.874;NA
"Electronic";38;0.824;213
"World";1;0.617;0
"Alternative,NewAge";14;0.664;48
"Alternative";1;0.633;NA
"Electronic";76323;0.72;4295
"Comedy";94;0.618;29
"Latin";571;0.883;2979
"Rock";1;0.513;NA
"Rock";6;0.19;95
"Pop";1;0.562;NA
"SpokenWord";17;0.725;6688
"Pop";2;0.711;NA
"Pop";1;0.464;5
"Pop";7;0.322;4
"HipHop";4;0.704;222
"Electronic,HipHop";48;0.45;918
"Rock";2;0.52;NA
"Alternative,Rock";1;0.387;134
"Rock";1;0.237;2
"HipHop";466;0.663;3086
"Rock";16;0.538;0
"HipHop";53;0.712;NA
"Alternative,Electronic";1;0.411;NA
"Rock,World";20;0.627;9
"Country,Rock";89;0.433;7770
"Pop";14335;0.581;0
"Pop";419;0.417;5148
"Electronic";547;0.787;20
"Jazz,Pop";588;0.371;0
"HipHop";236;0.723;28
"Folk";9;0.23;NA
"Alternative,Pop";6;0.514;NA
"Alternative,Rock";508;0.557;0
"Alternative,Rock";8;0.302;10
"Pop";14;0.21;6
"Alternative,Rock";129;0.254;0
"Electronic,Soundtrack";29;0.891;5
"Alternative,Rock";125;0.43;376
"Rock";157;0.195;NA
"HipHop";6;0.519;NA
"World";9;0.388;NA
"Alternative";10;0.577;NA
"Country,Folk";52;0.394;88
"Folk";1139;0.588;23976
"Jazz";9;0.624;NA
"NewAge";1;0.0783;14199
"Blues,Rock";747;0.42;7198
"Reggae";14;0.63;1
"Rock";90;0.41;580
"Rock";507;0.253;3445
"Rock";4;0.179;32
"Electronic";1;0.809;1
"Pop";27;0.643;37
"Electronic,Pop";5;0.329;1
"Rock";32;0.327;71
"Rock";2;0.573;0
"Alternative";76;0.394;42310
"Alternative";1;0.711;0
"Folk,World";156;0.529;311
"Folk,Rock";371;0.368;1171
"Alternative,Rock";5;0.366;9
"Alternative,Rock";7;0.241;1292
"Pop";98;0.486;NA
"Pop,Rock";3;0.466;NA
"Alternative,Rock";85;0.609;356
"Rock";88;0.52;893
"Folk";3;0.55;2
"Dance,Electronic";1;0.774;NA
"Latin,Pop";151;0.64;14
"Electronic";40836;0.6;789713
"Pop";14;0.51;NA
"Rock";4;0.295;2
"NewAge";187;0.0824;2746
"HipHop";50;0.547;NA
"SpokenWord";38;0.692;7873
"Electronic,Pop";58;0.605;0
"Soundtrack";20;0.528;36
"Comedy";2;0.655;NA
"Electronic";3;0.584;16
"HipHop";2;0.683;1
"Electronic,Rock";3;0.47;42
"Electronic";19;0.558;1210
"HipHop";14;0.555;4
"Dance";1305;0.664;NA
"Pop";3267;0.53;21297
"Classical";1;0.371;3
"Alternative,Electronic";2;0.187;50
"Pop";1;0.688;11
"Blues";2;0.739;NA
"Electronic";314;0.658;0
"Rock";22;0.349;111
"HipHop";1;0.723;11
"Rock";2;0.54;NA
"NewAge";1;0.343;1
"Alternative";6;0.577;0
"Pop,Rock";67;0.446;13
"Alternative,Pop";46;0.672;190
"Rock";836;0.632;61
"Alternative,Electronic";27;0.603;255
"SpokenWord";50;0.185;0
"Rock";1;0.172;180
"Alternative,Rock";7;0.558;0
"Folk,Pop";10;0.491;50
"Alternative,Pop";128722;0.598;23493
"Country";1;0.594;10
"NewAge";44;0.0824;11240
"Dance,Electronic";14;0.664;86
"Alternative";1;0.603;2
"Alternative,Rock";5;0.271;145
"Inspirational,NewAge";14;0.12;5375
"Alternative,Rock";32;0.292;0
"Country,Folk";168;0.144;78
"NewAge";26;0.683;0
"Country";1;0.501;NA
"Alternative,Rock";2;0.548;424
"Dance,Electronic";7;0.593;NA
"Rock";10;0.459;127
"Alternative,HipHop";2;0.739;9
"AudioBooks,Inspirational";58;0.721;38
"Alternative,Pop";1;0.332;NA
"Blues";3;0.474;30
"HipHop";6;0.444;2
"Country";36;0.433;767
"Classical";18;0.332;2
"Electronic";1;0.191;11
"Folk,Pop";4;0.632;NA
"Alternative,Pop";5;0.395;6
"Alternative,Soundtrack";3;0.556;1
"Rock";21;0.556;33
"HipHop";19;0.377;NA
"Folk";1;0.692;13
"Dance,RnbAndSoul";1;0.63;51
"Alternative";3;0.392;92
"Alternative,Rock";20;0.331;55
"Electronic";33;0.723;285
"HipHop";7;0.773;113
"Dance,NewAge";5;0.563;34
"Rock";16;0.304;75
"Pop";10;0.576;0
"Dance,Electronic";16;0.854;15
"Electronic";2;0.224;9
"Dance";1;0.623;NA
"Alternative,Electronic";519;0.345;0
"Alternative,Pop";3;0.488;4
"Dance,Electronic";79;0.523;0
"Dance,Electronic";152;0.584;0
"HipHop";121;0.674;3
"HipHop";122;0.8;76
"Alternative";16;0.782;NA
"Pop,Reggae";185;0.347;1994
"Electronic";5;0.425;1
"Electronic";11;0.4;13
"Rock";48;0.335;NA
"Electronic";1;0.581;12
"Classical";1;0.398;1
"Folk,Pop";15;0.462;41
"Alternative,Rock";34;0.504;31
"Electronic";6653;0.587;1085754
"Rock";14;0.301;NA
"Rock";1;0.523;13
"Rock";21;0.407;0
"Rock";8;0.492;NA
"Alternative,Rock";42;0.279;310
"HipHop";120;0.435;1088
"Electronic";2;0.786;NA
"Rock";2;0.472;17
"Rock";4;0.747;NA
"Electronic";51;0.202;1449
"Blues";32;0.567;113
"Rock";2;0.708;28
"HipHop,Vocal";117;0.703;199
"Electronic";113;0.472;16
"Folk";12;0.548;3
"Alternative,HipHop";63;0.844;0
"NewAge";132;0.321;NA
"Rock";7;0.222;143
"Rock";75;0.542;615
"Inspirational,Jazz";9;0.748;11
"Rock";12;0.501;NA
"HipHop";232;0.362;0
"Folk";9;0.613;47
"Rock";54;0.631;69
"Dance";172495;0.569;425830
"Pop";94;0.712;0
"Pop";18;0.578;0
"Pop";11;0.544;0
"Classical";4;0.381;NA
"Rock";11;0.584;148
"Alternative,Rock";8;0.332;43
"Rock";6;0.269;115
"Blues";9;0.508;70
"Pop";10;0.618;0
"Blues";2;0.711;20
"HipHop";342;0.67;4970
"Pop";364;0.69;1271
"Rock";2;0.512;NA
"Rock";1;0.429;NA
"Classical,World";176;0.27;0
"Alternative";59;0.509;62
"Electronic";90;0.661;145
"HipHop,Pop";72;0.583;849
"World";8;0.818;1
"ChildrensMusic";19;0.65;25
"HipHop";28;0.758;747
"Folk,Pop";6;0.585;21
"Rock";40;0.43;NA
"Pop";46;0.655;713
"Electronic";1;0.75;16
"HipHop";1087;0.762;9624
"HipHop";67;0.893;15
"Rock";15;0.437;5
"Dance,Electronic";1;0.716;27
"Folk";42;0.518;NA
"Alternative";1;0.54;NA
"Alternative";4;0.569;172
"Rock";52;0.787;32
"NewAge";9;0.3;1502
"Electronic";27398;0.645;NA
"Country,Pop";111;0.564;209
"Rock";13;0.739;51
"Dance,Pop";4;0.512;4
"Electronic";8;0.679;NA
"Electronic,Pop";89;0.481;0
"Pop";7;0.471;0
"Alternative";10;0.61;16
"Electronic,HipHop";36;0.663;274
"Alternative";1;0.666;NA
"Rock";3;0.514;NA
"Pop";2;0.409;4
"Alternative";15;0.507;71
"NewAge";4;0.124;NA
"Alternative,Rock";5;0.435;4
"Rock";1;0.33;232
"Alternative";9;0.594;0
"HipHop";153;0.645;NA
"Pop,Rock";11;0.653;39
"Pop";27;0.5;NA
"Rock";10;0.494;25
"Alternative";15;0.697;NA
"Folk";5;0.695;25
"Rock";657;0.228;2539
"Pop,Rock";14;0.403;0
"HipHop";13;0.665;3
"Dance";95;0.944;NA
"Rock";3;0.3;NA
"Blues,Rock";11;0.621;2
"Electronic,NewAge";10;0.173;271690
"Alternative";9;0.322;0
"HipHop";5;0.798;NA
"HipHop";3;0.586;5
"Rock";44;0.342;NA
"Latin,World";1;0.58;NA
"Rock";3;0.498;55
"Rock";1;0.577;194
"Electronic";14;0.808;169509
"HipHop";21;0.809;725
"Pop";21;0.918;NA
"Alternative";100;0.706;42
"Soundtrack";33;0.308;23
"Alternative";27;0.471;265
"Rock";119;0.467;0
"Blues,Rock";21;0.362;56
"Rock";12;0.165;NA
"NewAge";3;0.397;NA
"Pop,Rock";2;0.538;NA
"Alternative";43;0.416;3202
"Rock";1;0.729;NA
"Alternative";66;0.634;3
"Pop";8;0.611;8
"Reggae";25;0.734;498
"Alternative,Rock";7;0.394;8
"SpokenWord";19;0.713;8062
"Alternative";1;0.486;68
"Alternative,Electronic";40;0.705;29
"Electronic";2;0.497;95
"Rock";5;0.175;0
"HipHop";61;0.746;NA
"Pop";174;0.445;78
"Alternative,Rock";3;0.307;149
"Pop";392;0.475;0
"Soundtrack";70;0.182;38
"ChildrensMusic,Folk";3;0.601;5
"Pop";15;0.585;NA
"Classical,World";228;0.3;0
"Alternative";1;0.611;5
"Holiday";20;0.639;NA
"Electronic";186;0.404;0
"HipHop";5;0.62;NA
"Alternative,Pop";40;0.561;3
"Pop";14;0.863;38
"Electronic";5;0.768;22
"Dance,Electronic";83;0.637;25
"Alternative";72;0.364;NA
"Electronic";42;0.601;103
"Alternative";331;0.407;1328
"Folk,Pop";9;0.524;70
"Alternative,Rock";1;0.266;0
"Pop,Rock";36;0.68;86
"Folk";1;0.672;NA
"Inspirational,Jazz";4;0.744;17
"Rock";63;0.299;155
"Pop";16468;0.552;233950
"Pop";1;0.472;NA
"Rock";1;0.571;18
"Rock";4;0.64;0
"Pop,Rock";2;0.52;2
"Rock";1;0.552;5
"Alternative,Pop";7300;0.427;9053
"Comedy,Rock";50;0.339;16
"Folk";53;0.578;0
"Electronic";48;0.75;2
"Alternative";19;0.438;NA
"Alternative,Rock";249;0.47;622
"Alternative";111;0.412;NA
"HipHop";145;0.423;5
"Vocal";6;0.461;0
"Rock";917;0.354;3729
"Electronic,Pop";15;0.692;0
"Alternative";41;0.622;16
"Electronic";47;0.654;6767
"Alternative,Rock";51;0.578;0
"Folk";460;0.54;2156
"World";13;0.462;1
"Electronic";5655;0.775;2
"Pop,Rock";1;0.456;3
"Blues,Rock";144;0.382;125
"Electronic,Pop";1;0.575;11
"Holiday,Pop";1;0.229;NA
"Jazz,Pop";72;0.467;357
"Holiday";8;0.719;0
"Rock";1979;0.57;338
"Rock";1;0.689;3
"Rock";32;0.232;NA
"Electronic,NewAge";140;0.244;2948
"Alternative,Rock";151;0.324;NA
"Electronic,Rock";24;0.296;173
"Electronic,Pop";31;0.72;9
"Rock";1;0.345;NA
"Electronic,Pop";1;0.645;5
"Pop,Rock";37;0.376;52
"Alternative";18;0.39;34
"Rock";22;0.515;NA
"Alternative,Pop";48;0.414;0
"Electronic";18;0.526;21
"Pop,Rock";24;0.344;0
"Rock";1;0.376;NA
"HipHop";4;0.724;15
"Reggae";186;0.762;1484
"Electronic,Rock";34;0.402;240
"RnbAndSoul";25;0.267;47
"Soundtrack";32;0.776;104
"Pop,Vocal";1;0.537;NA
"Pop,Rock";29;0.729;0
"Electronic";2;0.725;63
"Dance,Electronic";1;0.808;3
"Electronic,Rock";10;0.547;NA
"Alternative,Rock";271;0.639;768
"Pop";1;0.686;NA
"HipHop";46;0.838;NA
"AudioBooks,SpokenWord";148;0.701;1898
"NewAge";12;0.275;2397
"HipHop";1;0.761;25
"Alternative,Rock";8;0.238;6
"SpokenWord";3;0.568;33
"HipHop";617;0.675;371
"Rock";11;0.502;0
"Rock";44;0.495;69
"Electronic";3;0.719;NA
"Electronic,Folk";13;0.231;2
"Alternative";12;0.555;NA
"World";7;0.684;61
"Electronic";663;0.649;1
"Rock";14;0.281;22
"Alternative,Rock";2;0.412;NA
"Country,Folk";34;0.46;56
"HipHop";24;0.563;NA
"Rock";69;0.415;NA
"Rock";6;0.262;NA
"Alternative,Rock";3;0.186;12
"HipHop";1;0.698;15
"Alternative,Rock";30;0.649;4
"Electronic";455;0.578;469
"Rock";22;0.288;107
"Electronic,Pop";1829;0.679;1608
"HipHop";4;0.897;NA
"HipHop";4;0.481;NA
"Rock";33;0.388;NA
"Rock";5;0.695;NA
"Dance,Electronic";25;0.79;122
"Alternative";5;0.733;40
"Pop";2;0.734;5
"Soundtrack";8;0.159;NA
"Electronic";1;0.698;NA
"Pop,Vocal";71;0.648;0
"Comedy";1;0.727;NA
"Alternative,Rock";6;0.226;0
"Alternative,Electronic";9;0.532;355
"Rock";4;0.289;4
"Vocal,World";31;0.549;0
"HipHop";7;0.608;2
"Alternative";3;0.615;7
"Pop";10;0.544;23
"Pop";5;0.914;0
"Folk";148;0.464;1
"Rock";6;0.383;6
"Alternative,Rock";84;0.406;0
"Dance,Electronic";176;0.6;0
"Inspirational";1;0.674;NA
"Pop,Rock";5;0.249;2
"Rock";96;0.753;45
"Alternative";15;0.507;71
"Comedy";3;0.549;386
"Dance,Electronic";55;0.639;NA
"Rock";213;0.476;1498
"Alternative,Pop";74;0.531;63
"RnbAndSoul";2;0.676;NA
"AudioBooks,SpokenWord";52;0.64;9872
"ChildrensMusic";3617;0.641;6033
"Jazz,RnbAndSoul";54;0.738;48
"Rock";4;0.52;0
"Comedy";3;0.64;1203
"Electronic";9;0.373;98
"Pop,Rock";64;0.32;NA
"HipHop";5;0.718;NA
"Alternative,World";9;0.873;201
"Comedy,Pop";10;0.74;56
"Electronic";3;0.736;15
"NewAge";1418;0.31;39358
"Rock";23;0.504;10
"Rock";2;0.314;NA
"Alternative,Rock";51;0.134;579
"Pop";5;0.383;30
"Pop,Rock";3;0.377;13
"Electronic";7941;0.733;NA
"Alternative";23;0.372;115
"Folk";74;0.356;2365
"Blues";23;0.537;NA
"Alternative";7;0.586;169
"Dance,Electronic";81;0.56;123
"Rock";288;0.442;285
"Alternative,Rock";1;0.532;NA
"Alternative";115;0.451;807
"Rock";14;0.463;NA
"Rock";22;0.16;5
"Rock";2;0.388;0
"Dance,Electronic";9;0.695;6
"Inspirational";3404;0.462;NA
"Alternative,Rock";1;0.358;5
"Rock";46;0.337;0
"Folk,Pop";2;0.541;5
"Rock";5;0.583;2
"Rock";31;0.656;NA
"Rock";812;0.315;2020
"Alternative,Folk";27;0.516;1150
"Rock";1;0.548;20
"Alternative";5;0.48;5
"Inspirational";2;0.375;9
"Pop";5047;0.547;5166
"Folk,Pop";388;0.375;0
"HipHop";1;0.807;NA
"Alternative";9;0.612;78
"HipHop,RnbAndSoul";1;0.489;NA
"HipHop,RnbAndSoul";9;0.468;0
"Rock,Reggae";1;0.535;1
"Dance,Electronic";18;0.472;217
"RnbAndSoul";1850;0.598;NA
"Electronic";27752;0.698;129808
"Folk,World";5;0.595;79
"Alternative,Rock";4;0.345;56
"HipHop,Reggae";9;0.721;NA
"Rock";205;0.472;NA
"Soundtrack";7;0.519;1075
"Pop,Rock";72;0.517;87
"Rock";12;0.363;NA
"Classical";5;0.208;54
"Pop";1;0.79;0
"Rock";14;0.587;0
"Electronic";3;0.677;30
"NewAge";9;0.17;34720
"Folk,Rock";159;0.488;341
"Alternative,Electronic";103;0.543;141
"Electronic";19;0.604;11
"Dance";14478;0.647;1137
"Electronic";71;0.34;NA
"Pop";146;0.496;278
"HipHop";53;0.795;10
"Rock";1;0.546;NA
"Rock";3;0.68;12
"Alternative";8;0.305;4
"Rock";3;0.163;3
"Rock";1;0.176;NA
"Dance,Electronic";20;0.626;0
"Alternative";489;0.475;3376
"Rock";1;0.163;NA
"HipHop";3;0.848;1
"Alternative,Rock";3;0.765;5
"Rock";2;0.377;NA
"HipHop,Pop";52;0.438;NA
"HipHop";1;0.613;14
"HipHop";3372;0.448;80990
"Rock";16;0.573;75
"SpokenWord";8;0.727;5763
"Pop";47;0.653;14
"Electronic,NewAge";10;0.559;290
"Alternative";7;0.345;NA
"Rock";25;0.255;221
"Alternative";4;0.678;NA
"Electronic,Rock";6;0.276;72
"Vocal";1;0.523;NA
"NewAge";124;0.528;2838
"Soundtrack";327;0.578;15503
"Electronic";13;0.713;27
"HipHop,Pop";5;0.615;6
"Electronic,HipHop";2;0.81;217
"NewAge";651;0.172;NA
"Rock";43;0.204;0
"Alternative";1;0.702;NA
"Rock";8;0.585;NA
"Rock";7;0.319;NA
"Electronic,Rock";1;0.274;0
"Pop";1184;0.606;0
"Pop";3;0.556;NA
"Rock";1;0.472;4
"Pop";20565;0.649;57934
"Electronic";40;0.817;211
"Soundtrack";5;0.156;419
"SpokenWord";120;0.595;0
"Alternative";101;0.454;380
"HipHop";17;0.721;NA
"Electronic,Pop";5;0.379;0
"Rock";318;0.661;139
"Dance,Electronic";143;0.646;15
"Electronic";18;0.64;1936
"Dance";2;0.71;22
"HipHop";17;0.822;4
"Rock";53;0.237;NA
"Alternative,Pop";52;0.255;0
"Dance";5;0.793;NA
"Rock";82;0.405;0
"Alternative";3;0.471;NA
"Alternative,Rock";1;0.185;NA
"Reggae";3;0.541;NA
"HipHop";15;0.796;325
"SpokenWord";102;0.703;5344
"Electronic,Pop";1;0.67;NA
"Dance,Electronic";30;0.365;461
"NewAge";360;0.194;636
"Electronic";13;0.597;554
"Dance";1069;0.864;49409
"Country,Folk";289;0.509;150
"Rock";82;0.28;44
"Rock";16;0.184;16
"Alternative,Rock";43;0.478;41
"Rock";2;0.497;NA
"NewAge";4;0.443;11240
"Dance,Electronic";7;0.727;10
"Alternative,Rock";6;0.623;88
"HipHop";4;0.787;24
"Electronic";229;0.819;2325
"Folk";5;0.661;NA
"Alternative";26;0.572;44
"Alternative";11;0.386;72
"Classical";1;0.256;1
"Alternative";3;0.695;NA
"HipHop";2;0.464;16
"Folk";51;0.462;143
"Pop";2;0.701;8
"HipHop";3;0.812;4
"Country,Pop";6;0.539;NA
"Alternative,Rock";53;0.515;0
"Pop";9243;0.851;2488
"Electronic,HipHop";1;0.732;2
"Pop,Rock";1;0.492;0
"Alternative,Electronic";1;0.708;4
"Alternative";4;0.258;0
"Pop";255042;0.728;3914592
"Electronic";11;0.602;55
"Dance,Electronic";16;0.446;10089
"Dance,Electronic";36;0.546;0
"Alternative,Folk";2;0.527;NA
"Dance";188;0.572;NA
"Rock";7299;0.449;8959
"Folk";1;0.451;22
"World";6;0.562;5
"HipHop";1;0.637;3
"Rock";6;0.378;1078
"Blues";4703;0.543;993
"Soundtrack";23;0.306;48
"Alternative,Pop";4;0.393;13
"Rock";1;0.366;36
"NewAge";25;0.168;11736
"Rock";30;0.492;488
"Alternative";155;0.444;118
"Rock";8;0.37;36
"Blues,Rock";7;0.503;34
"NewAge";55;0.482;14416
"Dance,Electronic";3;0.778;40
"Alternative,Rock";5;0.549;14
"Rock";3;0.591;2
"HipHop";388;0.659;46826
"Alternative";33;0.368;NA
"Alternative,Rock";3;0.563;11
"Alternative,Pop";909;0.423;0
"Rock";122;0.405;273
"Pop";15;0.452;NA
"Alternative,Pop";352;0.56;9728
"Rock";485;0.478;555
"Rock";2;0.634;0
"Rock";4;0.118;54
"Electronic";9;0.744;NA
"Alternative,Folk";23;0.453;NA
"Pop";28;0.722;0
"Country,Pop";7;0.619;NA
"Jazz";459;0.57;170
"Alternative,Folk";45;0.54;3
"Rock";11;0.557;1
"Pop";30;0.605;0
"HipHop";3717;0.726;NA
"Alternative,Rock";1;0.393;4
"Electronic";3;0.429;21
"Electronic";89;0.706;154462
"Rock";2;0.32;463
"Rock";1;0.151;NA
"Rock";35;0.22;1298
"Country,Rock";31;0.355;30
"HipHop";95;0.769;NA
"Reggae";2;0.66;30
"Rock";119;0.461;621
"Alternative,Rock";9;0.469;26
"Pop";35483;0.661;521915
"Jazz,Pop";13;0.224;19
"ChildrensMusic";4;0.833;NA
"Rock";21;0.641;3654
"HipHop";30;0.856;0
"Electronic";1;0.522;23
"HipHop";2;0.86;1
"Country";28;0.617;NA
"Pop";897;0.803;2002
"Alternative,Rock";22;0.576;30
"Folk";13;0.633;438
"Pop";75;0.497;191
"HipHop";7;0.815;8
"Rock";1;0.354;NA
"Electronic,HipHop";2;0.754;NA
"Rock";11;0.416;0
"Rock";440;0.353;0
"HipHop";111;0.691;NA
"Pop";4;0.725;38
"Pop";113;0.479;305
"Rock";51;0.269;0
"Electronic";11;0.724;14
"Classical";1;0.433;35
"HipHop,Reggae";56;0.659;0
"World";4;0.671;NA
"Pop";2;0.514;4
"Alternative,Pop";1;0.641;3
"NewAge";185;0.116;6295
"Electronic";18978;0.707;NA
"Rock";6;0.481;44
"HipHop";8;0.509;30
"HipHop,World";3;0.74;9
"Classical,World";14;0.438;0
"Pop";51;0.68;84
"Rock";10;0.393;NA
"Electronic,Pop";8;0.669;2163
"Alternative,Rock";24;0.458;0
"Alternative";1;0.364;87
"Rock";238;0.676;0
"Pop";13;0.659;1
"Dance";5;0.567;15
"Inspirational";16810;0.708;105516
"HipHop";64;0.588;NA
"Pop,Rock";25;0.528;12
"Rock";490;0.401;0
"HipHop";228;0.652;992
"Alternative,Electronic";8;0.518;29
"Blues,Rock";21;0.575;8
"Pop";25;0.822;5
"Pop";4;0.46;2
"Alternative";61;0.614;595
"Latin";62;0.654;256
"Soundtrack";2;0.227;38
"Classical";1;0.176;191
"Alternative";1;0.291;NA
"Rock";1;0.602;107
"Folk";1;0.668;6
"Rock";2;0.112;427
"Dance";98;0.674;0
"Rock";57;0.221;NA
"Alternative";7;0.302;3
"HipHop";1;0.758;8
"Folk";134;0.735;250
"Alternative,Folk";6;0.587;88
"NewAge";1;0.56;15
"Alternative";1;0.55;1
"Alternative";10;0.783;9
"Alternative,Folk";1;0.34;0
"Blues";4;0.598;14
"Rock";74;0.363;0
"Alternative,Rock";1;0.681;4
"Inspirational";2177;0.563;NA
"Electronic";81;0.545;NA
"Dance,World";25;0.541;0
"Rock";42;0.559;NA
"Country,Folk";3;0.424;15
"Alternative,Rock";1;0.222;NA
"Pop,Rock";180;0.588;248
"Alternative";1;0.542;8
"Comedy";1;0.672;671
"Pop,Rock";12;0.476;NA
"Electronic";404;0.478;NA
"Jazz,World";1;0.429;6
"Pop";49;0.542;NA
"Pop";319;0.631;975
"Dance";329;0.792;4726
"Rock";3;0.234;15
"Alternative";2;0.83;NA
"Alternative,Rock";89;0.505;0
"Inspirational,NewAge";468;0.24;25026
"Alternative";154;0.602;194
"Pop";255;0.599;NA
"Electronic";84;0.579;131
"Rock";28;0.344;820
"Folk";3170;0.408;4128
"Rock";339;0.547;441
"Rock";1;0.65;NA
"Pop";114;0.717;NA
"Rock";59;0.51;0
"NewAge,World";1;0.283;6
"Blues,Country";24;0.801;NA
"ChildrensMusic";70;0.484;NA
"Alternative,Rock";6;0.344;1
"Rock";35;0.47;26
"Folk,Rock";7;0.517;15
"Country,Folk";18;0.46;14
"Alternative";36;0.667;5
"Alternative,Rock";9;0.391;8
"Inspirational";2;0.643;1059
"Alternative";2;0.426;NA
"HipHop";1;0.77;10
"Electronic";4;0.582;7
"Alternative,Pop";1;0.552;NA
"Pop";28;0.537;24
"Rock";640;0.336;920
"Folk";16;0.686;975
"Electronic,Pop";16;0.701;7
"Rock";1;0.334;2
"Alternative,Rock";12;0.519;NA
"Alternative,Pop";11;0.581;27
"Jazz,Pop";20;0.578;3
"Pop";37;0.45;27883
"World";1;0.653;NA
"Rock";4;0.537;1
"Alternative,Pop";4;0.54;NA
"Dance,HipHop";183;0.577;0
"SpokenWord";25;0.694;6168
"Rock";16;0.626;32
"Inspirational";3232;0.685;2472
"Blues";4;0.761;6
"Electronic,Rock";2;0.181;7
"Pop";31;0.445;25
"Electronic,HipHop";1;0.42;0
"Blues,Country";12;0.651;0
"Electronic";459;0.692;118
"Rock";27;0.466;0
"SpokenWord";29;0.642;0
"Rock";5;0.237;6
"HipHop";1;0.833;NA
"Blues,Rock";1;0.526;18
"Pop";14;0.224;1893
"Alternative";12;0.738;52
"Alternative";29;0.672;NA
"Electronic";9097;0.85;NA
"Alternative";38;0.274;NA
"Pop";24;0.284;50
"Alternative";57;0.461;110
"Rock";1;0.375;213
"Blues,Rock";26;0.412;0
"Pop,Rock";10;0.594;0
